,company,location,salary,title
6336,    Arizona State University,"Tempe, AZ",$10.67 - $14.42 an hour,Office Assistant/Receptionist Sr.
6337,    The Creative Group,"Phoenix, AZ 85016 (Camelback East area)",$25 - $30 an hour,Account Manager
6346,    State of Arizona,"Phoenix, AZ","$45,000 - $77,000 a year",AIR QUALITY PLANNER 2-3
6361,    All About People,"Phoenix, AZ 85007 (Central City area)",$13 an hour,Customer Service / Research Analyst
9448,    Enterprise Select,"Chicago, IL 60601 (Loop area)","$125,000 a year",Data Scientist – Marketing Analytics
9450,    Creospan Solutions,"Northbrook, IL",$80 - $100 an hour,Data Scientist
9473,    Workbridge Associates,"Chicago, IL","$85,000 - $125,000 a year","Data Scientist (Python, R, AWS, Azure)"
9490,    Workbridge Associates,"Chicago, IL",$65 an hour,Data Scientist
9515,    Illinois Criminal Justice Information Authority,"Chicago, IL","$55,000 - $60,000 a year",Research Analyst
9519,    ICJIA,"Chicago, IL 60606 (Loop area)","$55,000 - $60,000 a year",Research Analyst
9531,    Smith Hanley Associates,"Chicago, IL","$80,000 - $130,000 a year",Data Scientist
9557,    Bioron Inc.,"Lemont, IL",$45 an hour,Part-time scientist for APS beamline data collection for pro...
9559,    Selby Jennings,"Chicago, IL","$70,000 - $120,000 a year","Quantitative Analyst, AVP"
9574,    Jobspring Partners,"Chicago, IL","$70,000 - $80,000 a year",Data Scientist
9576,    Workbridge Associates,"Chicago, IL","$130,000 a year","Lead Data Scientist (Tableau, RShiny, D3)"
9578,    Workbridge Associates,"Chicago, IL",$45 - $80 an hour,Data Engineer Contractor
9604,    S.C. International,"Chicago, IL","$130,000 a year",Data Scientist Predictive Modeler
9619,    Jobspring Partners,"Chicago, IL","$70,000 - $80,000 a year",Data Scientist/Engineer
9633,    Huxley Banking & Financial Services,"Chicago, IL","$100,000 a year",Operations Data Scientist
9635,    Workbridge Associates,"Chicago, IL","$110,000 - $135,000 a year",Lead Data Scientist (Data Visualization)
9668,    Jobspring Partners,"Chicago, IL","$130,000 - $160,000 a year",Lead Data Scientist (Marketing)
9675,"    CPS, Inc.","Chicago, IL","$110,000 a year",Research Scientist / Sr. Research Scientist
9690,    Jobspring Partners,"Chicago, IL","$115,000 - $130,000 a year",Senior Data Engineer
9702,    Workbridge Associates,"Chicago, IL","$90,000 - $125,000 a year",Data Engineer/Scientist
9731,    S.C. International,"Chicago, IL","$80,000 a year",Statistical Analyst
9737,    Go2Group,"Chicago, IL","$130,000 - $190,000 a year",Senior Data Scientist
9738,    Jobspring Partners,"Chicago, IL","$100,000 - $130,000 a year",Senior Machine Learning Engineer
9742,    Cook County Health & Hospitals System,"Chicago, IL",$28.80 an hour,MEDICAL TECHNOLOGIST III - JOHN H. STROGER HOSPITAL
9743,    Workbridge Associates,"Chicago, IL","$165,000 - $195,000 a year","Manager of Data Science (Python, AWS, Spark)"
9748,"    Andrews Engineering, Inc.","Lombard, IL 60148","$50,000 - $65,000 a year",Civil/ Environmental Engineer
9751,    Request Technology,"Chicago, IL","$100,000 - $130,000 a year",Sr. Data Scientist
9753,    Request Technology,"Northbrook, IL","$130,000 - $135,000 a year",Senior Data Scientist / Machine Learning Engineer
9801,    Smith Hanley Associates,"Chicago, IL","$75,000 - $95,000 a year",CRM Consultant/Sr. Statistical Analyst
9837,    Workbridge Associates,"Chicago, IL","$80,000 - $110,000 a year","Senior Data Engineer (AWS RedShift, MySQL, Python)"
9840,    Request Technology,"Chicago, IL","$90,000 - $110,000 a year",Data Integration Architect
9841,    Momentum Scientific,"Wheaton, IL",$16 - $20 an hour,QC Laboratory Technician
12594,    PDDN Inc,"San Mateo, CA",$60 an hour,Data Scientist
12624,    Cloud Big Data Technologies,"Redwood, CA",$65 - $66 an hour,Data Scientist
12638,    Optimal Asset Management Inc,"San Francisco Bay Area, CA","$85,000 - $100,000 a year",Quantitative Analyst
12665,    Griffin Advisors,"San Francisco, CA","$250,000 - $300,000 a year",PhD in AI / Machine Learning
12700,    Intellipro Group Inc.,"San Francisco, CA","$300,000 a year",Data Scientist
12751,    WingWarp Inc.,"San Francisco, CA 94158 (South Of Market area)","$10,000 a month",Video Machine Learning - field position/yard line a camera i...
12778,"    Kennedy Unlimited Inc, Professional Staffing","San Francisco, CA","$130,000 - $140,000 a year",Predictive Analytics (Machine Learning)
12826,    Glocomms,"San Francisco, CA","$160,000 - $180,000 a year",Data Scientist
12827,"    Kennedy Unlimited Inc, Professional Staffing","San Francisco, CA","$140,000 - $165,000 a year",Data Scientist Data Modeling (Machine Learning Python)
12862,    Aquila,"San Francisco, CA 94102 (Downtown area)","$100,000 - $150,000 a year",Senior Data Scientist
12879,    Corporate Labs Technology,"Brisbane, CA","$110,000 - $180,000 a year",Data Scientist (Natural Language Processing)
12894,    3sixtyHR,"San Francisco, CA","$120,000 - $170,000 a year",Deep Learning/Machine Learning Engineer
12949,    Pentaho a Hitachi Company,"San Francisco, CA","$190,000 - $200,000 a year",Sales Engineer
13008,    County of San Mateo,"San Mateo County, CA",$39.74 - $52.59 an hour,Clinical Laboratory Scientist I/II (Medi...
13014,    Glocomms,"San Francisco, CA","$140,000 - $180,000 a year",Data Engineer (Machine Learning)
13076,    Robert Walters,"San Francisco, CA","$150,000 - $180,000 a year",Senior Data Scientist
13092,    Strategic Employment Partners,"San Mateo, CA","$120,000 a year",Senior Software Engineer - Machine Learning
13105,    Strategic Employment Partners,"San Mateo, CA","$120,000 a year",Machine Learning Research Engineer
13138,    FlowWest,"Oakland, CA",$25 - $30 an hour,Office Manager for Dynamic Environmental Startup
13147,    Tandem Recruiting Group,"San Francisco Bay Area, CA","$130,000 - $150,000 a year",Principal Machine Learning Scientist
13151,    Workbridge Associates,"San Francisco, CA","$160,000 - $180,000 a year",Data Scientist ( IoT Startup)
13202,    Glocomms,"San Francisco, CA","$125,000 - $200,000 a year",Machine Learning Engineer
13228,    University of California Berkeley,"Berkeley, CA","$58,945 - $158,270 a year",Lecturer - Sutardja Center for Entrepreneurship & Technology
13263,"    Veterans Affairs, Veterans Health Administration","San Francisco, CA","$83,830 - $99,075 a year",Advanced Medical Technologist (varies sections)
13443,    Harnham,"Emeryville, CA","$190,000 a year","Principal Engineer, Artificial Intelligence"
13464,    Amerit Consulting,"South San Francisco, CA 94080",$34 an hour,Sr Associate Research Operations - 3289
14872,"    NextGen Jane, Inc.","Oakland, CA","$45,000 - $55,000 a year",Laboratory Technician III
15780,    MetroPlus Health Plan,"New York, NY","$90,000 - $115,000 a year",Data Scientist
15796,    Enterprise Select,"New York, NY 10005 (Financial District area)","$185,000 a year",Data Scientist
15813,    A Priori Investment Management LLC,"New York, NY 10016 (Gramercy area)","$125,000 - $175,000 a year",Quantitative Analyst
15829,    DEPT OF HEALTH/MENTAL HYGIENE,"Queens, NY",$38.47 - $44.24 an hour,"Data Specialist, Bureau of Systems Strengthening and Access"
15842,    DEPT OF HEALTH/MENTAL HYGIENE,"New York, NY",$38.47 - $47.78 an hour,"Data Analyst, Bureau of Immunization/Immunization Surveillan..."
15876,    POLICE DEPARTMENT,"New York, NY","$70,286 - $88,213 a year",Data Analyst
15891,    Geode Executive Search,"New York, NY","$130,000 a year",Data Scientist - Neural Networks
15924,    ektello,"New York, NY",$43 - $48 an hour,Data Engineer
15932,    ACROSTAFF,"Albany, NY",$120 an hour,Data Scientist
15947,    Venturi,"New York, NY","$110,000 - $170,000 a year",Data Engineer
15950,    Birch & James Associates Limited,"New York, NY","$70,000 - $110,000 a year",Client Facing Python Engineers for A.I data consultancy
15955,    Robert Walters,"New York, NY","$80,000 - $120,000 a year",Data Scientist
15958,    DEPT. OF HOMELESS SERVICES,"Manhattan, NY","$70,286 - $88,213 a year",Overdose Prevention Coordinator
15973,"    Kennedy Unlimited Inc, Professional Staffing","New York, NY","$130,000 - $140,000 a year",Predictive Analytics (Machine Learning)
15995,    DEPARTMENT OF FINANCE,"Brooklyn, NY","$70,286 - $80,829 a year",Data Analyst/Modeler
16012,    Averity,"New York, NY","$125,000 - $140,000 a year",Data Scientist
16013,    DEPARTMENT OF FINANCE,"Manhattan, NY","$70,286 - $80,829 a year",Policy Data Analyst
16033,    Venturi,"New York, NY","$100,000 a year",Senior Data Analyst
16047,    Oliver James Associates,"New York, NY","$180,000 a year",Data Scientist
16049,    ADMIN FOR CHILDREN'S SVCS,"New York, NY","$70,286 - $83,784 a year",Senior Analyst
16073,    EPM Scientific,"New York, NY","$80,000 - $100,000 a year",Variant Scientist
16090,    DEPT OF HEALTH/MENTAL HYGIENE,"New York, NY","$70,286 - $80,829 a year","Data Manager – Researcher, Bureau of Children, Youth & Famil..."
16093,    DEPARTMENT OF FINANCE,"Manhattan, NY","$70,286 - $81,000 a year",Geospatial Data Scientist
16094,    Selby Jennings,"New York, NY 10167 (Midtown area)","$60,000 - $120,000 a year","Quantitative Analyst, AVP"
16095,    DEPT OF ENVIRONMENT PROTECTION,"Manhattan, NY","$59,708 - $72,246 a year",Energy Data Policy Advisor
16098,"    Health, Department of","Albany, NY","$55,494 - $70,566 a year",Research Scientist 1 Or Research Scientist 2 (Epidemiology)...
16104,    Vera Institute of Justice,"New York, NY 10279 (Financial District area)","$40,000 - $45,000 a year","Research Analyst, Policing and SUMH"
16110,    GUTTMACHER,"New York, NY","$40,000 a year",Research Assistant I
16148,    DEPT OF HEALTH/MENTAL HYGIENE,"Queens, NY","$70,286 - $88,213 a year","Criminal Justice Analyst, Bureau of Mental Health"
16158,"    Children & Family Services, Office of","Rensselaer, NY","$68,238 - $86,398 a year",Research Scientist 2
16166,    DEPT OF HEALTH/MENTAL HYGIENE,"Queens, NY","$70,286 - $80,829 a year","Researcher/Data Analyst, Bureau of Mental Health"
16169,"    Health, Department of","Albany, NY","$79,849 - $100,645 a year",Research Scientist 3 (Immunohematology) - 14564
16175,    DEPT OF HEALTH/MENTAL HYGIENE,"Manhattan, NY","$59,708 - $64,485 a year",Environmental Analyst
16199,    DEPARTMENT OF FINANCE,"Manhattan, NY","$70,286 - $80,829 a year",Senior Modeler
16224,    605,"New York, NY","$95,000 - $130,000 a year",Full-Stack Engineer
16277,    Princeton Consulting,"New York, NY 10018 (Clinton area)","$130,000 - $160,000 a year",Quantitative Engineer & Analyst
16301,    HRA/DEPT OF SOCIAL SERVICES,"Manhattan, NY","$57,969 - $62,000 a year",DATA ANALYST
16313,    DEPT OF YOUTH & COMM DEV SRVS,"Manhattan, NY","$70,286 - $85,000 a year",Research Associate
16316,    DEPT OF HEALTH/MENTAL HYGIENE,"Manhattan, NY","$59,708 - $65,678 a year","PECO Data Analyst, Bureau of Emergency Field Operations"
16318,    Oliver James Associates,"New York, NY","$140,000 - $180,000 a year",Principal Data Scientist
16319,    Access Staffing LLC,"New York, NY 10017 (Midtown area)","$140,000 - $200,000 a year",Senior Quantitative Financial Analyst-Audit Model Risk
16322,    Robert Walters,"New York, NY","$90,000 - $140,000 a year",Quantitative Risk Analyst (Top Tier Hedgefund)
16339,    Smith Hanley Associates,"New York, NY","$100,000 - $120,000 a year",Data Scientists
16363,    Averity,"New York, NY","$160,000 - $180,000 a year",Director of Data Science (Startup)
16370,    Robert Walters,"New York, NY","$90,000 - $140,000 a year",Quantitative Risk Analyst
16374,    Execu | Search,"New York, NY","$100,000 - $200,000 a year",Data Scientist
16375,    Isaacson Search Company,"New York, NY 10003 (Greenwich Village area)","$150,000 - $250,000 a year",Data Scientist
16393,    DEPT OF HEALTH/MENTAL HYGIENE,"Manhattan, NY","$59,708 - $72,246 a year","Panel Maintenance Analyst, World Trade Center Health Registr..."
16398,    HRA/DEPT OF SOCIAL SERVICES,"Manhattan, NY","$78,630 - $94,500 a year",Senior Project Manager
16415,    Robert Walters,"New York, NY","$180,000 - $220,000 a year",Director of Data Science
16416,    Robert Walters,"New York, NY","$120,000 - $130,000 a year",Data Engineer
16425,    Analytic Recruiting,"New York, NY 10017 (Midtown area)","$160,000 a year",Senior Data Scientist
16426,"    Envisagenics, Inc.","New York, NY","$75,000 - $105,000 a year",Software Engineer
16436,    Algorithmic Districting Initiative (Non-Profit),"New York, NY 10011 (Chelsea area)","$120,000 a year",Democracy & Mapping Engineer
16453,"    Envisagenics, Inc.","New York, NY","$50,000 - $70,000 a year",Bioinformatics Analyst
16471,    ELSolutions,"New York, NY",$90 - $100 an hour,Big Data Engineer
16472,    DEPT OF HEALTH/MENTAL HYGIENE,"Queens, NY","$68,239 - $85,644 a year",Operations Coordinator Nonfatal Overdose Response Program
16492,    Harnham,"New York, NY","$125,000 a year",Data Scientist - Modeling
16498,    DEPT OF HEALTH/MENTAL HYGIENE,"New York, NY","$70,286 - $87,295 a year","Research Analyst , Bureau of HIV/AIDS Prevention and Control"
16512,    DEPT OF HEALTH/MENTAL HYGIENE,"Queens, NY","$59,708 - $65,678 a year","Data Analyst, Bureau of Division Management/Center for Healt..."
16531,    DEPT OF HEALTH/MENTAL HYGIENE,"Queens, NY","$70,286 - $80,829 a year","Data Analyst, Bureau of Primary Care Information Project"
16536,    HRA/DEPT OF SOCIAL SERVICES,"Manhattan, NY","$78,630 - $93,180 a year",DIRECTOR OF COORDINATED ENTRY
16543,    Etech Hi Inc.,"Buffalo, NY","$55,000 a year",Technical Service Engineer
16552,    Harnham,"New York, NY","$180,000 a year",Senior Data Scientist
16553,    DEPT OF HEALTH/MENTAL HYGIENE,"Manhattan, NY","$78,630 - $103,332 a year","Research Scientist, Bureau of Veterinary and Pest Control Se..."
16560,    Harnham,"New York, NY","$120,000 a year",Data Scientist - Retail Banking
16562,    DEPT OF HEALTH/MENTAL HYGIENE,"New York, NY","$59,708 - $72,246 a year","Data Analyst, Bureau of Immunization"
16567,    DEPT OF ENVIRONMENT PROTECTION,"Queens, NY","$70,286 - $88,213 a year",OSPE Program Analyst
16570,    ADMIN FOR CHILDREN'S SVCS,"New York, NY","$68,239 - $85,644 a year",Child Welfare Analyst
16579,    Averity,"New York, NY","$140,000 - $175,000 a year",Senior Data Scientist (Consulting Experience)
16588,    Oliver James Associates,"New York, NY","$100,000 - $140,000 a year",Lead Data Scientist
16592,    Averity,"New York, NY","$130,000 - $160,000 a year","Senior Data Scientist for Global, Multi-Billion Dollar Publi..."
16606,    DEPT OF HEALTH/MENTAL HYGIENE,"Queens, NY","$85,211 - $110,522 a year","Evaluation Lead, Bureau of Systems Strengthening and Access"
16619,    DEPT OF ENVIRONMENT PROTECTION,"Queens, NY","$78,630 - $103,332 a year","City Research Scientist, Modeling and Water Quality Planning"
16633,    Key Lime Interactive,"New York, NY 10011 (Chelsea area)","$40,000 - $60,000 a year",Associate UX Researcher
16691,"    Elite Personnel, Inc.","Chestnut Ridge, NY",$40 - $47 an hour,Statistician
18897,    University of Texas at Dallas,"Richardson, TX","$55,000 a year",Research Associate
18917,    Workbridge Associates,"Dallas, TX","$80,000 - $100,000 a year",Data Scientist
18948,    Texas Tech Univ Health Sciences Ctr,"Dallas-Fort Worth, TX","$4,000 a month",HSC Sr Research Scientist
18961,    Real Time Resolutions Inc.,"Dallas, TX 75247 (Northwest Dallas area)","$30,000 a year",Account Research Analyst
19027,    Themesoft Inc,"Dallas, TX",$50 an hour,"Senior Data Scientist - Dallas,TX"
19042,    Anchor Point Technology Resources,"Dallas, TX","$100,000 a year",District Sales Manager
19044,    Medcillary,"Dallas, TX","$32,000 a year",Administrative Assistant
19062,    Lighthouse Recruiting,"Dallas, TX","$65,000 - $80,000 a year",Certifying Scientist
19082,    Lighthouse Recruiting,"Dallas, TX 75240 (Far North area)","$65,000 - $75,000 a year","Method Development, Clinical Toxicology"
19089,    Cottonwood Financial,"Irving, TX 75038","$120,000 a year",DIRECTOR OF MARKETING ANALYTICS
22040,"    Computer Enterprises, Inc. (CEI)","Philadelphia, PA",$60 - $65 an hour,Data Scientist - PowerPoint
22050,    CEI,"Philadelphia, PA","$85,000 a year",Data Analytics Engineer
22076,    Workbridge Associates,"Philadelphia, PA","$70,000 - $125,000 a year","Data Scientist - Machine Learning, Team Buildout"
22077,    Workbridge Associates,"Philadelphia, PA",$60 - $70 an hour,Data Scientist
22079,    Jobspring Partners,"Philadelphia, PA","$90,000 - $120,000 a year","Data Analyst/Scientist (SAS, Python, SQL)"
22086,    Jobspring Partners,"Philadelphia, PA","$90,000 - $130,000 a year","Data Scientist (R, SAS, Python)"
22101,"    Kennedy Unlimited Inc, Professional Staffing","Wilmington, DE","$130,000 - $140,000 a year",Predictive Analytics (Machine Learning)
22106,    Apex Life Sciences,"Philadelphia, PA","$50,000 a year","Research Scientist (Gene Therapy, Molecular Cloning, ELISA)"
22125,    Winston Fox,"Philadelphia, PA","$100,000 - $110,000 a year",Quantitative Analyst
22150,    EPM Scientific,"West Point, PA","$115,000 - $145,000 a year",NMR Spectroscopist
22156,    Harnham,"Philadelphia, PA","$170,000 a year",Senior Data Scientist Healthcare
22180,    Jobspring Partners,"Philadelphia, PA","$100,000 - $130,000 a year",Machine Learning Researcher
22206,    Jobspring Partners,"Philadelphia, PA","$105,000 - $145,000 a year",Machine Learning Engineer
22236,    3coast,"Philadelphia, PA","$150,000 - $250,000 a year",Quant Research Analyst
22268,    Juno Search Partners,"Philadelphia, PA 19107 (City Center East area)","$100,000 - $120,000 a year",DevOps Engineer
22273,    Liberty Personnel Services,"Wilmington, DE","$140,000 a year",Data Scientist
22275,    DOCS Global,"Philadelphia, PA","$150,000 - $160,000 a year",Home-based Clinical Drug Development Scientist
22303,    Smith Hanley Associates,"Horsham, PA","$120,000 a year",Senior Statistician/Data Scientist-PHARMA
22371,    Hunter International,"Wilmington, DE",$56 an hour,Intellectual Property Analyst
22373,    Jobspring Partners,"Philadelphia, PA","$110,000 - $155,000 a year",Lead Machine Learning Engineer
22400,    Jobspring Partners,"Philadelphia, PA","$135,000 - $155,000 a year",Senior Front-End Engineer
22458,    Smith Hanley Associates,"King of Prussia, PA","$115,000 a year","Sr. Mgr./Mgr., Statistician-SFE --PHARMA"
22471,    inVentiv Health Clincal,"Collegeville, PA","$50,000 - $62,000 a year",Clinical Study Associate Trial Master File – TMF
25202,    TechnoHealth,"Denver, CO","$150,000 a year",Data Scientist
25206,    Denver Health,"Denver, CO","$66,654 a year",Statistical Research Specialist
25269,    University of Colorado,"Boulder, CO","$65,000 a year","Head, Jerry Crail Johnson Earth Sciences & Map Library"
25283,    xentity corporation,"Denver, CO","$95,000 - $127,000 a year",Government Enterprise Architect
25442,    Technical Integrity,"Boulder, CO 80303 (Southeast Boulder area)","$160,000 - $180,000 a year",Senior Software Architect for Cybersecurity Industry Leader
28359,    ANRE Technologies Inc.,"Pasadena, CA","$80,000 - $160,000 a year","Software Engineer/Data Scientist, C/C++, Python in a Linux e..."
28366,    TWIM,"Anaheim, CA 92805","$70,000 - $200,000 a year",Deep Learning 딥러닝/ Machine Learning 머신러닝 엔지니어
28392,    Vital Research,"Los Angeles, CA 90048","$50,000 - $60,000 a year",Research Analyst
28411,    USC,"Los Angeles, CA","$55,494 - $92,497 a year",Programmer Analyst II
28417,    USC,"Los Angeles, CA","$82,000 - $105,000 a year",Bioinformatics Programmer
28427,    Los Angeles County Department of Human Resources,"Los Angeles, CA","$76,804 - $100,726 a year","MEDICAL TECHNOLOGIST, LABORATORY INFORMATION SYSTEMS"
28457,    Seek Business Capital,"Los Angeles, CA 90048","$65,000 - $75,000 a year",Senior Statistician - Credit Cards
28485,    Odesus,"Pasadena, CA 91101",$50 - $80 a day,Data Scientist
28506,    Calpack Foods,"Torrance, CA 90501",$14 - $16 an hour,Quality Assurance Technician
28527,    Gavin de Becker & Associates,"Beverly Hills, CA","$40,000 - $45,000 a year",Investigations & Research Analyst
28528,    MACP Los Angeles,"Los Angeles, CA","$185,000 a year",Computer Vision Data Scientist
28561,    All-In Analytics,"Los Angeles, CA","$150,000 - $180,000 a year",Senior Data Scientist
28564,    Smith Hanley Associates,"Calabasas, CA","$100,000 - $140,000 a year",Data Scientist
28574,    HERO.jobs,"Los Angeles, CA","$200,000 a year",Principal Data Scientist
28578,    Swifter,"Los Angeles, CA","$225,000 a year",Director of Data Science
28589,    Los Angeles County Department of Human Resources,"Los Angeles, CA","$5,988 - $6,322 a month",CLINICAL LABORATORY SCIENTIST I (North County)
28590,    Clout.Com,"Los Angeles, CA 90036","$90,000 - $170,000 a year","Sr Database Dev/Data Scientist (Hadoop,Apache Apex,Kafka,Dri..."
28693,    LT,"Los Angeles, CA","$225,000 a year",Mobile Director
28704,    LT,"Los Angeles, CA","$170,000 a year",Senior iOS Developer
28734,    California State University,"Fullerton, CA","$4,693 - $7,617 a month",STEM Research Grant Developer (Administrative Analyst/Specia...
28832,    Cal State Fullerton,"Fullerton, CA","$4,693 - $7,617 a month",STEM Research Grant Developer (Administrative Analyst/Specia...
28833,    California State University - Fullerton,"Fullerton, CA","$4,693 - $7,617 a month",STEM Research Grant Developer (Administrative Analyst/Specia...
28839,    Cal State Fullerton,"Fullerton, CA","$4,693 - $7,617 a month",Institutional Large-Scale Research Grant Developer (Administ...
28840,    California State University - Fullerton,"Fullerton, CA","$4,693 - $7,617 a month",Institutional Large-Scale Research Grant Developer (Administ...
31505,    Smith Hanley Associates,"Pittsburgh, PA","$90,000 - $100,000 a year",Data Scientist
31540,    SourceTek,"Pittsburgh, PA 15212","$80,000 a year",Backend Developer
34626,    University of Miami,"Coral Gables, FL","$53,900 - $96,900 a year",Assistant Scientist
34633,    hear.com,"Miami, FL 33138 (Upper Eastside area)",$12 an hour,Data Analysis Intern
34634,    University of Miami,"Coral Gables, FL","$32,900 - $59,100 a year",Research Associate 1
34635,    University of Miami,"Coral Gables, FL","$53,900 - $96,900 a year",Sr. Research Associate 3
34640,    ace Talent Curators,"Miami, FL","$100,000 a year",Data Scientist
34644,    University of Miami,"Coral Gables, FL","$40,000 - $72,000 a year",(Temporary) Sr. Research Associate 1- Psychiatry
34648,    MSH Group,"Miami, FL 33131 (Downtown area)","$55,000 a year",Social & Data Analyst
34650,    University of Miami,"Coral Gables, FL",$13.17 - $18.46 an hour,Research Assistant (Diabetes Research Clinical Support)
34651,    Staffing Resource Group,"Miami, FL 33186",$20 - $25 an hour,Analytical Scientist
34654,    Miami Dade College,"Miami, FL 33132 (Downtown area)",$21.80 - $29.80 an hour,Part-Time Grant Research Analyst
34662,    Staffing Resource Group,"Miami, FL",$25 an hour,Analytical Chemist
34665,"    Veterans Affairs, Veterans Health Administration","Miami, FL","$91,089 - $118,415 a year",Veterinary Medical Officer
34682,"    The Staffing Resource Group, Inc","Miami, FL",$25 an hour,Analytical R&D Associate Scientist 717 (ID#014)
34684,    University of Miami,"Coral Gables, FL",$13.17 - $18.46 an hour,Research Laboratory Technician (Molecular & Cellular Biology...
34685,    Liberty Settlement Funding,"Dania Beach, FL","$30,000 a year",Legal Research Analyst
34699,    Morgan Stephens,"Miami, FL","$80,000 - $90,000 a year",Legal Librarian Research Analyst
37773,    Relus Technologies LLC,"Atlanta, GA","$85,000 a year",Data Scientist
37774,    Centers for Disease Control and Prevention,"Atlanta, GA","$125,132 - $161,900 a year",Health Scientist
37784,    Enterprise Select,"Duluth, GA","$96,400 a year",Data Scientist
37798,    Emory University,"Atlanta, GA","$96,900 a year",Research Informatics Analyst
37802,    Emory University,"Atlanta, GA","$77,600 a year","Scientist, Asst Bioinformatics"
37814,    Principle Solutions Group,"Atlanta, GA","$110,000 a year",Data Scientist
37815,    Centers for Disease Control and Prevention,"Atlanta, GA","$63,161 - $98,420 a year",Computer Scientist (Informatics)
37820,    Emory University,"Atlanta, GA","$64,100 a year",Bioinformatics Analyst
37838,    Emory University,"Atlanta, GA","$70,600 a year","Scientist, Asc (AR) SOM"
37845,    Principle Solutions Group,"Roswell, GA","$100,000 a year",Statistical Analyst
37849,    Smith Hanley Associates,"Atlanta, GA","$110,000 - $130,000 a year",Data Scientist
37862,    Emory University,"Atlanta, GA","$70,600 a year",Associate Scientist (AR) SOM
37882,"    HireIQ Solutions, Inc.","Atlanta, GA","$75,000 - $115,000 a year",Python Full Stack Engineer
37891,    Emory University,"Atlanta, GA","$58,300 a year",Technical Editor
37901,    Emory University,"Atlanta, GA","$86,400 a year",Systems Software Engineer
37903,    Emory University,"Atlanta, GA","$85,500 a year",Assistant Director--Faculty Recruitment (Winship)
37909,    Analytic Recruiting,"Atlanta, GA","$70,000 - $145,000 a year",Data Scientist - Supply Chain Analytics
37917,    Emory University,"Atlanta, GA","$53,200 a year",Program Coordinator
37921,    Veredus,"Atlanta, GA",$60 - $80 an hour,Data Scientist
37952,    JSP Recruitment Services,"Duluth, GA","$70,000 - $80,000 a year","Accounting Policy, Research and Special Projects Senior Anal..."
37959,    Principle Solutions Group,"Roswell, GA","$120,000 a year",Senior Statistical Consultant
37967,    Emory University,"Atlanta, GA","$53,200 a year",Prospect Research Analyst-Development and Alumni Relations
37969,    Smith Hanley Associates,"Atlanta, GA","$90,000 - $120,000 a year",Statistician - Model Validation
37979,    Veredus,"Atlanta, GA","$60,000 - $90,000 a year",Data Analyst
38062,    Lighthouse Recruiting,"Atlanta, GA","$55,000 - $70,000 a year",Certifying Scientist
40989,    Curacloud corp,"Seattle, WA 98105 (Ravenna - U District area)","$60,000 - $70,000 a year",Lab Technician
41030,    NxT Level,"Seattle, WA","$100,000 - $120,000 a year",Data Scientist - Seattle
41042,"    Pacific Market Research, LLC","Seattle, WA","$50,000 - $85,000 a year",Research Analyst
41051,    University of Washington,"Seattle, WA","$2,387 - $3,152 a month",OFFICE ASSISTANT 2
41053,    University of Washington Medical Center,"Seattle, WA","$4,818 - $7,106 a month",MEDICAL LABORATORY SCIENTIST 2
41066,    Employment Trust,"Bellevue, WA","$100,000 - $135,000 a year",Data Engineer/Scientist
41092,    University of Washington,"Seattle, WA","$2,788 - $3,870 a month",CLINICAL DATA SPECIALIST CODER - TRAINEE
41107,    King County,"Seattle, WA","$80,413 - $101,920 a year",Project Program Manager III
41116,    Green River Community College,"Auburn, WA","$55,000 a year",Institutional Research Analyst
41138,    King County,"Seattle, WA",$49.00 - $62.11 an hour,Assistant Division Director
41162,    Unigen,"Seattle, WA 98121 (Belltown area)",$20 an hour,Research Associate
41210,    All-In Analytics,"Seattle, WA","$150,000 - $275,000 a year",Senior Data Scientist
41213,    King County,"Seattle, WA","$88,525 - $112,216 a year",Wastewater Capital Project Manager III (Biosolids Program)
41334,    King County,"Seattle, WA","$84,302 - $101,920 a year",Term Limited Temporary (TLT) Capital Projects Delivery Progr...
41367,    University of Washington,"Seattle, WA","$3,635 - $4,888 a month",SERVICE DESK ANALYST
41441,    University of Washington,"Seattle, WA","$2,940 - $3,917 a month","PROGRAM COORDINATOR, POST-ACUTE CARE"
41462,    University of Washington,"Seattle, WA",$24.67 - $35.32 an hour,ANATOMIC PATHOLOGY TECHNOLOGIST
41470,    University of Washington,"Seattle, WA","$3,077 - $4,113 a month",CONTACT CENTER REPRESENTATIVE 1
41500,    Analytic Recruiting,"Seattle, WA","$150,000 a year",Sr Business Analyst - Microstrategy
41508,    University of Washington Medical Center,"Seattle, WA","$2,910 - $3,879 a month",SUPPLY CHAIN TECHNICIAN LEAD
41515,    University of Washington,"Seattle, WA","$3,175 - $4,540 a month",CLINICAL LABORATORY TECHNICIAN 2
41569,    Anchor Point Technology Resources,"Seattle, WA","$100,000 a year",District Sales Manager
41581,    University of Washington,"Seattle, WA","$3,223 - $4,324 a month",BUYER 2 - MRO
41605,    Vertisystem,"Redmond, WA",$70.92 an hour,Digital Signal Processing/DSP Engineer - contract
41606,    King County,"Seattle, WA","$82,326 - $104,374 a year",Environmental Scientist III
41683,    West Sound Workforce,"Gig Harbor, WA 98335",$19 an hour,Staff Scientist
41691,    State of Washington,"Seattle, WA","$2,984 - $3,883 a month",Forms & Records Analyst 2 - Forensic Laboratory Services Bur...
