,company,location,salary,summary,title,float_salary
169669,On-Board Services,"Sparks, MD",$15 an hour,To Apply for immediate consideration please send resume to Louis Moliterno at Louis.Moliterno@onboardusa.com and reference job # 18055 in the Subject Line and...,Associate Scientist,31200.0
169691,Johns Hopkins University,"Baltimore, MD","$48,251 - $66,407 a year","During the Influenza (""the flu"") season, as a condition of employment, The Johns Hopkins Institutions require all employees who provide ongoing services to...",Sr. Research Service Analyst,57329.0
169762,National Security Agency,"Fort Meade, MD","$68,586 - $85,464 a year",Vital to our success will be a core of Computer Scientists. Entry is with a Bachelor's degree plus 3 years of relevant experience or a Master's degree plus 1...,Cryptologic Computer Scientist - Computer Development Progra...,77025.0
172677,MD Anderson Cancer Center,"Houston, TX","$76,400 - $114,600 a year","Works closely with clinical scientists to understand data processing challenges and provide custom solutions for sequencing, gene expression, proteomics,...",Computational Scientist,95500.0
172685,Baylor College of Medicine,"Houston, TX","$43,794 a year","The QA analyst will report to the Director of Project Development and will assist project managers in sample tracking, data quality control screening and...",Quality Assurance Analyst (Research),43794.0
172688,Rice University,"Houston, TX","$40,800 - $79,100 a year","Various fields in science and engineering, including but not limited to materials science, physics, applied physics, chemical engineering, mechanical...",Research Scientist,59950.0
172693,MD Anderson Cancer Center,"Houston, TX","$45,500 - $82,000 a year",Review institutional and other pertinent data to identify potential gaps in reported data. Interacts with staff in the Office of Protocol Research to advise on...,Research Admin Analyst,63750.0
172694,MD Anderson Cancer Center,"Houston, TX","$42,400 - $63,600 a year",Assist Research Scientists and Investigators to organize and prepare data for loading. Identify and develop data visualization methods for high fidelity data...,Data Analyst- Immunology,53000.0
172699,MD Anderson Cancer Center,"Houston, TX","$66,400 - $99,600 a year","The primary purpose of the Research Statistical Analyst position is to carry out data preparation responsibilities related to cancer clinical trials, develop...",Research Statistical Analyst - Biostatistics,83000.0
172700,MD Anderson Cancer Center,"Houston, TX","$66,400 - $99,600 a year","Assesses relevant literature as well as existing data, evaluates the quality of data used in reports and assists with preparation and distribution of data for...",Research Statistical Analyst,83000.0
172705,MD Anderson Cancer Center,"Houston, TX","$66,400 - $99,600 a year","The primary purpose of the Research Statistical Analyst position is to c arry out data preparation responsibilities related to cancer clinical trials, develop...",Research Statistical Analyst -Bioinformatics & Computational...,83000.0
172729,MD Anderson Cancer Center,"Houston, TX","$25,200 - $51,500 a year","MD Anderson is known for providing cancer patients with exceptional care, which includes early access to innovative new treatments through clinical trials....",Institute Associate Scientist I – Medicinal Chemistry,38350.0
172750,MD Anderson Cancer Center,"Houston, TX","$51,600 - $77,400 a year",Assists principal investigator with scientific research projects. Analyze appropriate data on a computer via keyboard....,Research Scientist - Neuro-Oncology - Research,64500.0
172751,MD Anderson Cancer Center,"Houston, TX","$51,600 - $77,400 a year","Oversee day to day scientific progress in the lab. Compile, write, and submit project results to supervisor. Utilize image analysis system and/or microscope to...",Research Scientist - Thoracic H&N Med Oncology - Research,64500.0
172755,Adecco: USA,"Spring, TX",$55 an hour,"Strong analytical skills including aggregation of data into useful, high quality leads and data visualization techniques (business performance assessment,...",Data Analyst Oil and Gas Market Research Experience,114400.0
172757,MD Anderson Cancer Center,"Houston, TX","$51,600 - $77,400 a year","With Medical degree, two years of experience in experimental or scientific work. Record Keeping and Data Collection:....","Research Scientist, Experimental Radiation Oncology",64500.0
172760,MD Anderson Cancer Center,"Houston, TX","$46,500 - $83,000 a year","S/he will be proficient in in vivo experimentation, including standard methods of tumor implantation and dosing, proper handling of small molecule drugs or...",Institute Associate Scientist II - In Vivo Pharmacology,64750.0
172766,"Earl Carl Institute for Legal & Social Policy, Inc...","Houston, TX","$20,000 - $25,000 a year","Gathering data, using either existing information or generating new data through research. After identifying solutions, the social policy analyst examines the...",Part Time Academic Research and Writing Policy Analyst Posit...,22500.0
172768,MD Anderson Cancer Center,"Houston, TX","$62,500 - $94,000 a year",Works closely with research team to identify and recommend opportunities leading to the discovery of neurodegeneration related genes/pathways/targets to further...,Institute Assoc Scientist III - Neurodegeneration Consort,78250.0
172795,The University of Texas Medical Branch,"League City, TX","$53,600 - $80,400 a year","Medical Laboratory Scientist, Laboratory Services provides technical skills necessary to perform and report moderate or highly complex laboratory tests within a...",Medical Lab Scientist,67000.0
172811,MD Anderson Cancer Center,"Houston, TX","$76,400 - $114,600 a year","Systems Analyst – DMI Applications position is to provide software solutions, primarily in the Microsoft .NET environment, for clinical trial, data management...","Sr Systems Analyst, Quantitative Research Computing - C #, A...",95500.0
172815,Oscar Technology,"Houston, TX","$200,000 - $300,000 a year",They are a leading investment data analysis firm who focus on innovation scientific ways to create solid portfolio's for its clients....,Head of Engineering - Accounting Platform,250000.0
172827,MD Anderson Cancer Center,"Houston, TX","$125,000 - $187,000 a year",The CCCT is a ground-breaking translational research team that partners with world-class drug discovery scientists at the Institute for Applied Cancer Science...,"Principal Institute Research Scientist - Drug Discovery, Bio...",156000.0
175820,Metropolitan Police Department,"Washington, DC","$76,082 - $97,340 a year",Expertise in data analytics and scientific methodology and a passion to apply those scientific talents to improve government and MPD performance....,Data Scientist,86711.0
175848,Central Intelligence Agency,"Washington, DC","$62,338 - $119,794 a year","Data Scientists organize and interpret Big Data to inform US decision makers, drive successful operations and shape CIA technology and resource investments....",Data Scientist,91066.0
175850,Piper Companies,"Reston, VA 20190","$200,000 - $220,000 a year","Lead and collaborate with team of data scientists, engineers and business SME’s to solve complex business problems leveraging machine learning....",Data Scientist,210000.0
175886,National Geospatial-Intelligence Agency,"Springfield, VA","$52,329 - $129,553 a year","Data Management, Data Engineering, Data Science, Computer Science, Software Engineering, Statistics, Applied Mathematics, Applied Physics, Econometrics, UX/UI...",Data Scientist,90941.0
175893,Interface Financial Group (IFG),"Bethesda, MD","$120,000 a year","Data Scientists need to analyze financial data, predict future trends, and isolate unexpected correlations....",IFG Data Scientist Whiz!,120000.0
175912,Centers for Disease Control and Prevention,"Washington, DC","$90,023 - $150,349 a year","Whether we are protecting the American people from public health threats, researching emerging diseases, or mobilizing public health programs with our domestic...",Health Scientist,120186.0
175924,Department of the Treasury,"Washington, DC","$94,796 - $123,234 a year","WHAT IS THE RESEARCH, APPLIED ANALYTICS, AND STATISTICS (RAAS). We are the leading source for data analytics, analytical and statistical support, research tools...",Operations Research Analyst,109015.0
175968,Department of Health And Human Services,"Silver Spring, MD","$131,767 - $161,900 a year","The Division of Quality Intelligence, Risk Analysis, and Modeling includes components that work on the use of both unstructured and structured data, risk...",Supervisory Operations Research Analyst,146833.5
175969,Robert Walters,"Washington, DC","$80,000 - $100,000 a year","About the Data Scientist:. Experience with big data technologies such as Python, SQL, R, Hadoop and Scala. Key Responsibilities of the Data Scientist:....",Data Scientist,90000.0
175972,Federal Aviation Administration,"Washington, DC","$97,825 a year",The primary requirement of operations research work is competence in the rigorous methods of scientific inquiry and analysis rather than in the subject matter...,Operations Research Analyst,97825.0
175987,Piper Companies,"Reston, VA 20190","$200,000 - $220,000 a year","Lead and collaborate with team of data scientists, engineers and business SME’s to solve complex business problems leveraging machine learning....",Senior Data Scientist,210000.0
175991,Department of Commerce,"Washington, DC 20230 (Downtown area)","$79,720 - $123,234 a year","Generate technical reports, conference presentations, and peer-reviewed journal articles on human computer interaction research to disseminate the scientific...","Interdisciplinary, GS-0101,0180,0801,1550-12/13, Census-DE-S...",101477.0
176015,Piper Companies,"Reston, VA 20190","$190,000 - $200,000 a year","Collaborate with a team of other data engineers, data scientists, and business subject matter experts to process data and prepare data sources....",Senior Data Engineer,195000.0
176019,Compri,"Washington, DC 20036 (Downtown area)","$110,000 a year","Five (5) or more years of relevant advanced analytics experience – strong proficiency in advanced statistical, predictive and machine learning techniques (agent...","Data Scientist, Machine Learning (Perm - DC)",110000.0
176026,PeopleTek,"Bethesda, MD","$60,000 - $70,000 a year"," 2 - 4 years’ experience in data analytics in the health care industry or related field.  Extract insights from data, present recommendations that enable data...",Statistical Data Analyst - US Citizen,65000.0
176027,Legislative Branch,"Washington, DC","$124,406 - $187,000 a year","The Executive Director plans and implements all USBG activities (e.g., public classes, tours, horticultural displays) and develops strategic plans for the...","Executive Director, U.S. Botanic Garden (Supervisory Horticu...",155703.0
176058,Department of Defense,"Arlington, VA","$112,021 - $145,629 a year",The primary requirement of operations research work is competence in the rigorous methods of scientific inquiry and analysis rather than in the subject matter...,Operations Research Analyst,128825.0
176085,Natural Resources Defense Council,"Washington, DC",$15 an hour,"The Natural Resources Defense Council (NRDC) is the nation's most effective environmental action group, combining the grassroots power of 1.4 million members...",Facilities Intern,31200.0
176130,Venturi Ltd,"Washington, DC 20007 (Georgetown area)","$90,000 - $125,000 a year","Senior Data Scientist, Chinese Speaking, Deep Learning, NLP Engineer, AI, Natural Language, Data Science, Machine Learning Engineer, Python, Lead Data Scientist...",Data Scientist ( Chinese Speaking / Deep Learning / NLP / AI...,107500.0
176138,U.S. Federal Government,"Woodlawn, MD","$66,510 - $103,639 a year","Assists in overseeing day-to-day operations of contracts and research grants, either as the project officer or in support of the project officer....",Social Science Research Analyst,85074.5
176161,Department of Health,"Washington, DC","$110,621 - $154,869 a year","The DMAD creates and maintains statistical databases based on the birth and death records and other health information reported by area hospitals, clinics, and...",Supervisory Statistician,132745.0
176178,Contingent/Direct Consultants,"Gaithersburg, MD 20877","$100,000 - $200,000 a year","To lead the strategic, statistical thinking and contributions to the Development Plans, Regulatory Strategy, Health Technology Assessment and Commercial...",Statistician - Healthcare or Pharma Industry,150000.0
176184,Central Intelligence Agency,"Washington, DC","$53,088 - $92,814 a year","They also partner with substantive experts and data scientists to develop and prototype new methodological approaches and tools, applying them in novel ways to...",Analytic Methodologist,72951.0
176232,Department of the Interior,"Reston, VA","$54,972 - $103,639 a year","The diversity of our scientific expertise enables us to carry out large-scale, multi-disciplinary investigations and provide impartial, timely, and relevant...","Physical Scientist, GS-1301-09/11/12 (DEU - EC)",79305.5
176250,National Aeronautics and Space Administration,"Greenbelt, MD","$94,796 - $145,629 a year","A bachelor's degree from an accredited college or university with major study in Aeronautical Engineering, Aeronautics, Aerospace Engineering, Architecture,...","Research Physical Scientist, AST, Atmospheric Chemistry and...",120212.5
176255,Department of the Army,"Silver Spring, MD","$36,281 - $103,639 a year",The length of the probationary period for the Engineers and Scientists Occupational Family will be three years....,Institutional Review Board Coordinator,69960.0
176290,Department of Commerce,"Washington, DC 20230 (Downtown area)","$112,021 - $145,629 a year","Experience for this position includes applying project management techniques to lead projects; Or in the social sciences including demography, history,...","Survey Statistician, GG-1530-14, Census-DOC-PB",128825.0
176291,Department of Commerce,"Washington, DC 20230 (Downtown area)","$112,021 - $145,629 a year","Experience for this position includes includes applying project management techniques to lead projects; Or in the social sciences including demography, history,...","Survey Statistician, GG-1530-14, Census-DE-PB",128825.0
176327,Department of Commerce,"Suitland, MD","$131,767 - $161,900 a year","Manage day-to-day 24/7 operations for Suomi-National Polar-Orbiting Operational Environmental Satellite System Preparatory Project (SNPP), Geostationary...",Supervisory Physical Scientist ZP-1301-05 (DE/CR),146833.5
176345,Red Gate Group,"Arlington, VA","$100,000 - $125,000 a year","Data Scientist (full-time contract). The program status reviews will address scope, project plans, actual to planned, initiative phases, responsibilities,...",Data Scientist - OUSD(I)-HCMO-DCIPS,112500.0
176387,NatureServe,"Arlington, VA","$70,000 - $75,000 a year",Some of the applications we build allow scientists to collect and manage information about rare and endangered species and ecosystems....,Software Engineer,72500.0
176392,Central Intelligence Agency,"Washington, DC","$58,638 - $123,234 a year","The CIA has ongoing requirements for entry-level and experienced Computer Scientists, Software Engineers and Web Designers and Publishers to serve as Apps...",Apps Developer,90936.0
176417,U.S. Federal Government,"Arlington, VA","$163,519 - $179,600 a year","The Division partners with stakeholders to provide outstanding customer service in planning, developing, and implementing the National Science Foundation’s (NSF...","Deputy Division Director, Division of Human Resource Managem...",171559.5
176425,U.S. Federal Government,"Bethesda, MD","$54,972 - $103,639 a year","Evaluate, link and combine data from complex statistical surveys, census data, or other large data sets; Or in the social sciences including demography, history...",Statistician (Health) DEU,79305.5
176439,National Security Agency,"Fort Meade, MD","$68,586 - $85,464 a year","Entry is with a Bachelor's degree plus 3 years of relevant experience or a Master's degree plus 1 year of relevant experience, or a Doctoral degree and no...",Mathematicians - Entry/Mid-Level,77025.0
176440,National Security Agency,"Fort Meade, MD","$68,586 - $85,464 a year","Subject areas of Statistics, Mathematics, Physics, Engineering, or Computer Science are preferred. Entry is with a Bachelor's degree plus 3 years of relevant...",Mathematical Statisticians - Entry/Mid-Level,77025.0
176449,Department of Health And Human Services,"Rockville, MD","$79,720 - $123,234 a year",You will use statistical and mathematical methods to analyze and draw inferences from data submitted by animal drug applicants and to facilitate the Center...,Staff Fellow (Mathematical Statistician),101477.0
176487,The Maryland-National Capital Park and Planning Co...,"Silver Spring, MD 20902","$58,556 - $100,394 a year","The Research and Special Projects Division (R&SP) is responsible for demographic, land use and economic data collection, housing policy, real estate market and...","Real Estate and Urban Planning Research Analyst (12726, Grad...",79475.0
176494,digiBlitz Inc,"Herndon, VA","$35,000 - $50,000 a year",Interface with scientists to translate their needs into requirements for both commercial and in-house developed tools....,Software Engineer Intern,42500.0
176518,EMF Industries,"McLean, VA","$213,000 a year","The successful candidate will apply IT acumen to engineer, design, and provide technical direction to project teams of developers and data scientists who build...","2017-07-10 IT Program Manager Earning $$213,000",213000.0
176612,Jobspring Partners,"Washington, DC","$100,000 - $150,000 a year","Ideal candidates have strong skills in using Python, R, and SQL with a strong foundation in predictive analytics....",Data Analyst,125000.0
176618,Jobspring Partners,"Washington, DC","$100,000 - $150,000 a year",Metro areas fastest growing data analytics start-ups is looking for a full-time Data Scientists and is willing to offer very competitive pay and benefits....,Data Scientist,125000.0
176636,WSSC,"Laurel, MD 20707","$75,515 - $115,278 a year","Ability to apply engineering and scientific knowledge to specific processes, planning and leading relevant research, as well as monitoring and conducting data...",Principal Environmental Engineer,95396.5
178973,Enterprise Select,"Cincinnati, OH 45201 (Mount Adams area)","$130,000 a year",We are seeking experienced Data Analysts and Data Scientists (multiple roles) to join their growing Business Intelligence team....,Data Analytics Lead,130000.0
178980,FOXTAIL FOODS,"Cincinnati, OH 45246","$85,000 a year",Identify and complete technical study of ingredients and products relevant to meeting project objectives and company standards....,Food Scientist,85000.0
178999,Oak Ridge Associated Universities,"Cincinnati, OH 45212 (Pleasant Ridge area)",$21.11 an hour,"EPA scientists and engineers seek to determine what environmental risks exist and determine how to manage, reduce or eliminate those risks in a sustainable...",Drinking Water Engineer at EPA,43908.8
179017,Oak Ridge Associated Universities,"Cincinnati, OH 45212 (Pleasant Ridge area)",$21.11 an hour,The home plumbing research project aims to provide data related to premise plumbing issues that impact public health....,Modeling Engineer at EPA,43908.8
179041,Branford Search Consultants,"Florence, KY","$90,000 - $105,000 a year","Expert Project Leader who understands how to lead high priority projects, how to manage a large work load, be organized and multi-task, how to push team to hit...",Senior Alcohol Beverage Applications Scientist,97500.0
182128,Oklahoma Investment Group,"Oklahoma City, OK 73103","$35,000 - $50,000 a year","Candidates with experience in Real Estate Brokerage, Finance, Property Management and/or Construction Management will have advantage in applying for this...",Property Research Analyst,42500.0
185262,City of El Paso,"El Paso, TX","$55,634 - $77,748 a year",Registration as a Medical Technologist or Medical Laboratory Scientist by the American Society for Clinical Pathology (MT (ASCP)) or Clinical Laboratory...,Public Health Laboratory Manager,66691.0
188786,Coast Community College District,"Huntington Beach, CA","$63,838 - $77,700 a year",Ensure accuracy and integrity of data; Instructions for completing applications and applying to posted positions are available online or by calling Applicant...,Research Analyst - Equity,70769.0
188796,Workbridge Associates,"Irvine, CA","$100,000 - $140,000 a year",A well-established company in Orange County that has been around for over 100 years is looking for a Data Scientist to add to their team....,Data Scientist,120000.0
188832,Department of the Navy,"Corona, CA","$49,765 - $133,967 a year","From pipefitters to accountants, scientists to engineers, doctors to nurses-the careers and opportunities to make a difference are endless....",INTERDISCIPLINARY ENGINEER,91866.0
188845,UC Irvine Health,"Orange, CA 92868",$37.38 - $44.69 an hour,Clinical Lab Scientist - SpvrWorking Title:. Clinical Lab ScientistPosition Number:. Ability to establish and maintain effective working relationships across...,Clinical Lab Scientist - Blood Bank - P/T - Variable,85352.8
188850,UC Irvine Health,"Orange, CA 92868",$43.13 - $51.53 a day,Ability to establish and maintain effective working relationships across the Health SystemAbility to maintain a work pace appropriate to the workloadClinical...,"Clinical Lab Scientist Specialist, Coagulation - Hematology...",10400.0
188858,"Foothills Consulting Group, Inc.","Irvine, CA 92618","$160,000 a year",Principal Decision Scientist is responsible for leading advanced analytics project and providing strategy guidance to a team of Decision Scientists in the...,"Principal, Decision Sciences",160000.0
188861,UC Irvine Health,"Orange, CA 92868",$42.01 - $50.20 a day,Clinical Lab Scientist SpeclstPosition Number:. Ability to establish and maintain effective working relationships across the Health SystemAbility to maintain a...,Clinical Lab Scientist Specialist - Chemistry - F/T - Variab...,7345.0
188862,California State University,"Fullerton, CA","$4,693 - $7,617 a month","Ability to manage concurrent priorities effectively and efficiently. If you are applying for a staff position, please note that you are not eligible to work...",STEM Research Grant Developer (Administrative Analyst/Specia...,73860.0
188867,Department of the Navy,"Corona, CA","$32,844 - $63,517 a year","From pipefitters to accountants, scientists to engineers, doctors to nurses-the careers and opportunities to make a difference are endless....",BUSINESS AND INDUSTRY,48180.5
188882,Department of the Navy,"Corona, CA","$49,765 - $133,967 a year","Typical functions performed by Computer Scientists include:. From pipefitters to accountants, scientists to engineers, doctors to nurses-the careers and...",COMPUTER SCIENTIST,91866.0
191906,Kent Consortium,"Grand Rapids, MI","$78,161 - $88,248 a year",Serve as a data subject matter expert and demonstrate an understanding of key data management principles and data use. Research Data Analyst....,Research Data Analyst,83204.5
191914,Smith Hanley Associates,"Grand Rapids, MI","$80,000 - $110,000 a year",Smith Hanley Associates is the premier recruiting agency serving the analytics and data science space....,Sr. Statistical Analyst,95000.0
195070,Carrington Garrett Executive Search,"Newport Beach, CA","$140,000 - $175,000 a year","In a quantitative field - Machine Learning, Applied Statistics, Applied Mathematics or Physical Sciences. Company offers a very competitive starting salary, a...",Data Scientist,157500.0
195131,University of California - Irvine,"Irvine, CA","$4,969 - $6,756 a month","The Senior Clinical Research Analyst supports the enterprise clinical trial management system (CTMS) implementation, provides regulatory development services,...",Senior Clinical Research Analyst ,70350.0
195243,Jobspring Partners,"Los Angeles, CA","$140,000 - $180,000 a year","This engineer will work alongside data scientists, quantitative developer and modelers to build machine learning models and transition them to a big data...",Big Data Engineer,160000.0
195379,CooperGenomics,"Los Angeles, CA","$50,000 - $80,000 a year",The company was founded by the world renowned scientists that were responsible for developing preimplantation genetic diagnostics (PGD) as a clinical practice...,Clinical Laboratory Scientist,65000.0
198209,State of Minnesota,"Saint Paul, MN",$25.22 - $37.16 an hour,We work to protect and improve our environment and enhance human health. The use of data management software products:....,Research Scientist 2,64875.2
198226,State of Minnesota,"Saint Paul, MN",$21.98 - $32.24 an hour,"Previous skills in data entry and advanced skill in the creation of data visualization in the form of graphs, frequency tables, and other visual displays of...",Research Analyst Specialist,56388.8
198250,State of Minnesota,"Saint Paul, MN",$25.22 - $37.16 an hour,"A PhD in Toxicology, Environmental Health, Public Health, or other relevant field and experience with chemical risk assessment....",Toxicologist / Health Risk Assessor-Research Scientist 2,64875.2
198295,Volt Workforce Solutions,"Saint Paul, MN",$35.54 an hour,This role will entail analyzing data returned from clinical and pre-clinical studies wherein recordings of electrograms and other signals have been collected...,Clinical Data Analyst/Scientist/Engineer,73923.2
198341,Thomson Reuters,"Eagan, MN",$23.33 an hour,The Legal Research Analyst position is primarily responsible for analyzing legal information in Westlaw and working with Product Management to determine how,Legal Research Analyst,48526.4
198343,V-Soft,"Eagan, MN",$41 an hour,"Actual Title: Legal Research Analyst - Senior Location: Eagan, MN Duration: 12+ Months Pay Rate: $41/hr. on W2 Primary Objective(s):  The",Senior Legal Research Analyst,85280.0
198350,Volt Workforce Solutions,"Maplewood, MN",$17 an hour,"Record data and results in electronic format; Volt Workforce Solutions is looking for a Technician I for an industry leader in the Maplewood, MN area....",Technician I,35360.0
201432,University of California - Irvine,"Irvine, CA",$28.56 - $33.69 an hour,"A successful candidate will be familiar with frequentist and Bayesian inference, and can implement a variety of statistical methods (including, but not limited...",Senior Statistician ,64740.0
201602,Los Angeles County Department of Human Resources,"Los Angeles, CA","$5,988 - $6,322 a month","Clinical Laboratory Scientist license issued by the State of California Deparment of Health Services.*. At the time of appointment, the successful candidate...",CLINICAL LABORATORY SCIENTIST I (North County),73860.0
201788,LT,"Los Angeles, CA","$170,000 a year","There is currently three Data Scientists. Data Science is using R, Hadoop, Spark, Python and more. _Your benefits are all top of the line including 100%...",Senior iOS Developer,170000.0
204511,Department of the Navy,"San Diego, CA","$49,765 - $123,234 a year","From pipefitters to accountants, scientists to engineers, doctors to nurses-the careers and opportunities to make a difference are endless....",Professional Engineers,86499.5
204521,Roswell Biotechnologies,"San Diego, CA","$80,000 a year","Extensive experience with statistical analysis of data, exploratory data analysis, descriptive statistics, and data mining....",Signal Processing Data Scientist,80000.0
204576,Department of the Navy,"San Diego, CA","$32,844 - $58,373 a year","From pipefitters to accountants, scientists to engineers, doctors to nurses-the careers and opportunities to make a difference are endless....",Chemist,45608.5
204580,UC San Diego,"San Diego, CA","$75,000 - $112,000 a year","The mission of the NDEx project is to create infrastructure and applications to support the effective use of biological networks by the research, pharmaceutical...",NDEx Senior Developer,93500.0
204660,Department of Veterans Affairs,"San Diego, CA 92161","$69,202 - $89,966 a year",All candidates must currently possess or be eligible for and pass within one year the appropriate certification examination as a medical technologist or...,Medical Technologist (Microbiology),79584.0
204677,Center for Applied Internet Data Analysis (CAIDA),"La Jolla, CA",$13 an hour,"Data visualization experience (Matplotlib or other). Specifically, the student will join the network congestion project, which aims to find and characterize...",Programmer/Research Assistant,27040.0
204715,Department of the Navy,"San Diego, CA","$44,899 - $86,378 a year","From pipefitters to accountants, scientists to engineers, doctors to nurses-the careers and opportunities to make a difference are endless....",Industrial Engineering Technician,65638.5
204729,Skills Alliance,"San Diego, CA",$60 - $80 an hour,Participates in the interpretation of scientific data. BS/MS in Pharmaceutical Sciences/Chemistry/Biochemistry/Biology or related coursework and 8+ years of...,"Senior Research Associate, Scientist",145600.0
204748,"Veterans Affairs, Veterans Health Administration","San Diego, CA","$69,202 - $89,966 a year",All candidates must currently possess or be eligible for and pass within one year the appropriate certification examination as a medical technologist or...,MEDICAL TECHNOLOGIST (MICROBIOLOGY),79584.0
204771,Hunter International,"San Diego, CA",$28 an hour,"Understand basic biochemical techniques, but would receive analytical guidance from senior scientists within current team....",Associate Scientist,58240.0
204843,Sharpedge Solutions Inc.,"San Diego, CA","$100,000 a year","_ data pipelines at scale, and real-time processing _Machine learning and Data Scientist support:. _Big Data cluster, workflows and applications:....",Senior Software Engineer - Java,100000.0
204851,Hunter International,"San Diego, CA",$25 - $30 an hour,"The successful candidate will work under the direction of a senior scientist to design, execute, and analyze experiments related to gene cloning and expression...",Molecular Biologist,57200.0
210779,MillerCang Agency,"Jersey City, NJ","$150,000 a year","Multiple years of data science/Analytics experience with proven track record of using advanced statistical methods, information retrieval, data mining...",Data Scientist,150000.0
210837,Smith Hanley Associates,"Florham Park, NJ","$80,000 - $105,000 a year","Data Scientist Qualifications:. Data Scientist Job Description:. Solid experience in applied statistics, predictive analytics, Big Data and optimization...",Data Scientist,92500.0
210858,POLICE DEPARTMENT,"New York, NY","$70,286 - $88,213 a year","Extensive knowledge of applied statistics, analytics, machine learning, data science or big data tools. For Assignment Level I (only physical, biological and...",Data Analyst,79249.5
210936,"Clinical Research Laboratories, LLC","Piscataway, NJ 08854",$16.50 - $17.00 an hour,"This is a desk-based position, with a variable amount of time spent interacting with clinical study coordinators and scientists to understand and verify study...",Quality Assurance Specialist,34840.0
210946,Averity,"Union, NJ","$100,000 - $140,000 a year",Our Customer Business Analytics team is looking for a Senior Statistician to help provide actionable insights into various aspects of our company to drive...,Senior Statistician / Data Scientist,120000.0
210985,DEPARTMENT OF FINANCE,"Manhattan, NY","$70,286 - $81,000 a year","For Assignment Level I (only physical, biological and environmental sciences and public health) A master's degree from an accredited college or university with...",Geospatial Data Scientist,75643.0
211055,Venturi,"New York, NY","$110,000 - $170,000 a year",Data Scientist / Machine Learning Engineer / ML / Recommendation Systems / Search / Big Data / Python / Personalization Engineer / Tensorflow / Senior Data...,Data Engineer,140000.0
211088,Venturi,"New York, NY","$100,000 a year","Senior Data Analyst, R Programming, Education, Social Sciences, Junior Data Scientist, EdTech, Tableau, DataViz, Data Modelling, SQL, JavaScript, d3, Google...",Senior Data Analyst,100000.0
211115,The Veritas Healthcare Solutions LLC.,"Summit, NJ",$40 an hour,The Clinical Research Scientist (contractor) will work within the US Medical Affairs department and will be responsible for supporting the Scientific Director...,Clinical Research Scientist,83200.0
211239,Averity,"Union, NJ","$100,000 - $140,000 a year",Our Customer Business Analytics team is looking for a Senior Statistician to help provide actionable insights into various aspects of our company to drive...,Sr. Statistician for Global for Top Name-Brand Company,120000.0
211297,Averity,"New York, NY","$175,000 - $240,000 a year","As our Lead Data Engineer / Architect Data Scientist, you will be responsible for building out a big data platform for our client's healthcare practice....",Lead Data Engineer / Architect for Machine Learning Tech Com...,207500.0
211298,ELSolutions,"New York, NY",$90 - $105 an hour,"Data Scientist/ Data Engineer/ Big Data Engineer*. HDFS, SQL, Python, Scala, Data Bricks:. Our NYC client has a 6 month + contract position for a skilled and...",Data Scientist,202800.0
211328,On-Board Services,"Franklin Lakes, NJ",$40 an hour,To Apply for immediate consideration please send resume to Louis Moliterno at Louis.Moliterno@onboardusa.com and reference job # 18905 in the Subject Line and...,Scientist / Chemist,83200.0
211395,Steffan & Co.,"New York, NY","$80,000 - $100,000 a year",The Analyst participates in project team and ensures client service and satisfaction are attained in all areas of the position....,Law Librarian/ Research Analyst,90000.0
211403,"Clinical Research Laboratories, LLC","Piscataway, NJ 08854",$16.50 - $17.00 an hour,"Experience interacting with scientists, or working in a scientific field. Clinical Research Laboratories Seeks ""Patch Lab"" Technician © craigslist - Map data ©...",Clinical Research Technician,34840.0
211455,Access Staffing LLC,"New York, NY 10017 (Midtown area)","$140,000 - $200,000 a year","Expertise in one of R, SAS, C++, MatLab, Java. In a quantitative discipline such as mathematics, statistics, operations research, physics, or economics....",Senior Quantitative Financial Analyst-Audit Model Risk,170000.0
211470,Key Lime Interactive,"New York, NY 10011 (Chelsea area)","$40,000 - $60,000 a year","UX Researchers on our team need to identify what people want and need, partner with our client's design and research scientists to envision how we could address...",Associate UX Researcher,50000.0
211502,Whiz Finder Corporation,"East Hanover, NJ","$105,000 - $125,000 a year",At least 8 years work experience in a Statistical (SAS) programming role preferably supporting clinical trials or in the pharmaceutical industry (5 years for...,Senior Statistical Programmer,115000.0
211551,Algorithmic Districting Initiative (Non-Profit),"New York, NY 10011 (Chelsea area)","$120,000 a year","We’re looking for someone with experience in modern geographic and mapping tools, Python + R or other stats packages, and comfort making sense of complex and...",Democracy & Mapping Engineer,120000.0
211562,Clark Davis Associates,"Paramus, NJ","$150,000 a year","Experience in clinical development statistical programming methods and processes in industry setting required. Truly a great opportunity to serve as the key ""go...",Associate Director of Statistical Programming,150000.0
211570,Execu | Search,"New York, NY","$100,000 - $200,000 a year",Owning end-to-end data workflows and develop deep domain expertise on the underlying actors and behaviors manifested through data....,Data Scientist,150000.0
211573,Robert Walters,"New York, NY","$120,000 - $130,000 a year",The Data Engineer will support the Data Scientists internally with all projects. Work closely with data scientists to construct creative solutions for their...,Data Engineer,125000.0
211591,Venturi Ltd,"New York, NY","$100,000 - $250,000 a year",Senior Data Engineer / Search / IR / Python / Machine Learning / NLP / Natural Language processing / Information Retrieval / Data Science / Deep Learning / Text...,Senior Data Engineer ( Search / IR / Python / ML / NLP / AI...,175000.0
